brand,color,condition,contract,link,memory,mobOs,model,price,title
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-6s-any-sim-verizon/6967353526.html,32gb,apple iOS,,$200,"UNLOCKED iPhone 6S, ANY SIM, Verizon TMOBILE METRO Sprint Overseas"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s10-128gb-att/6967353948.html,128gb,apple iOS,,$590,"UNLOCKED SAMSUNG Galaxy S10 128gb Att, TMOBILE, METRO, VERIZON oversea"
samsung,,excellent,verizon,https://sfbay.craigslist.org/sfc/mod/d/lots-verizon-phones-for-sale-samsung/6968075149.html,32gb,android,,$150,"LOTS VERIZON phones for sale SAMSUNG PIXEL Note, IPHONES 6 7 8 PLUS, X"
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6967498925.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-google-pixel-2-tmobile-metro/6968075554.html,,android,,$280,UNLOCKED Google PIXEL 2 TMOBILE METRO VERIZON BOOST Sprint overseas.
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6967499635.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6967899804.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/uunlocked-samsung-galaxy-note-9-att/6968075032.html,,android,,$500,UUNLOCKED SAMSUNG Galaxy NOTE 9 Att TMOBILE METRO Verizon and OVERSEAS
samsung,,,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s8-64gb-att/6968075410.html,64gb,android,,$300,"UNLOCKED SAMSUNG Galaxy S8 64gb Att, TMOBILE, METRO, overseas, Verizon"
apple,,new,unlocked,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacements-broken-digitizer/6967985810.html,,apple iOS,,$25,REPLACEMENTS BROKEN DIGITIZER AND LCD FOR IPHONE 5/6/7/8/9/X
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-64gb-excellent-works/6968075680.html,64gb,apple iOS,,$670,"UNLOCKED iPhone X 64gb EXCELLENT, Works with ANY COMPANY"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6968600657.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,gray,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/excellent-unlocked-iphone-8-plus-64gb/6968736621.html,64gb,apple iOS,,$510,Excellent UNLOCKED iPhone 8 PLUS 64gb GREY Tmobile Metro Att Overseas
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s9-verizon/6968736429.html,,android,,$380,UNLOCKED SAMSUNG Galaxy S9 VERIZON BOOST Sprint TMOBILE METRO overseas
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/lots-of-unlocked-android-phones-samsung/6968736879.html,32gb,android,,$120,"LOTS OF UNLOCKED Android Phones, SAMSUNG, LG, PIXEL, LOTS"
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6968104905.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/excellent-condition-unlocked-iphone-6/6968736754.html,16gb,apple iOS,,$180,Excellent Condition UNLOCKED iPhone 6 16gb $180 64gb $200 128gb $220
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-note-9-verizon/6964426601.html,,android,,$490,UNLOCKED SAMSUNG Galaxy NOTE 9 VERIZON Att TMOBILE METRO overseas.
apple,black,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-we-unlock-remove-icloud/6963121733.html,16gb,apple iOS,,$60,WE UNLOCK REMOVE ICLOUD BLACKLIST IPHONE Xr Xs Max GALAXY NOTE 8 9 10+
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-32gb-gb-plus-370/6968736976.html,32gb,apple iOS,,$260,"UNLOCKED iPhone 7 32gb $260, 128gb $290, 7 PLUS $370, IPHONE X"
iphone,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-iphone-repair-while-you-wait/6963911268.html,,apple iOS,,$69,iPhone Repair *WHILE YOU WAIT* 408-258-8800
IPHONE LG HTC SAMSUNG GALAXY,white,,tmobile,https://sfbay.craigslist.org/eby/mod/d/samsung-galaxy-a80-brand-new-48mp-cam/6963975702.html,128gb,android,BLACKLIST IMEI FIX BLOCK,$699,"SAMSUNG GALAXY A80 BRAND NEW- 48MP CAM 128GB MEMORY - 6.7"" UNLOCKED"
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6963156956.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-64gb-excellent-works/6962368175.html,64gb,apple iOS,,$670,"UNLOCKED iPhone X 64gb EXCELLENT, Works with ANY COMPANY"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-6s-any-sim-verizon/6962368415.html,32gb,apple iOS,,$200,"UNLOCKED iPhone 6S, ANY SIM, Verizon TMOBILE METRO Sprint Overseas"
,,,tmobile,https://sfbay.craigslist.org/eby/mod/d/hayward-cell-phone-repair-icloud-unlock/6962605522.html,,other,,$55,Cell phone Repair icloud unlock  factory unlock google unlock activate
apple,black,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-we-unlock-remove-icloud/6961593260.html,16gb,apple iOS,,$60,WE UNLOCK REMOVE ICLOUD BLACKLIST IPHONE Xr Xs Max GALAXY NOTE 8 9 10+
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6961477172.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,purple,new,tmobile,https://sfbay.craigslist.org/sfc/mod/d/san-jose-brand-new-samsung-galaxy-note/6961598728.html,128gb,apple iOS,,$560,BRAND NEW SAMSUNG GALAXY NOTE 9 128GB UNLOCKED FOR ANY CARRIER
apple,,new,unlocked,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacements-cracked-screen/6961529127.html,,apple iOS,,$25,REPLACEMENTS CRACKED SCREEN & BROKEN LCD FOR IPHONE 5/6/7/8/ X
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6962222789.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
IPHONE LG HTC SAMSUNG GALAXY,gold,good,tmobile,https://sfbay.craigslist.org/eby/mod/d/fremont-ipad-pro-gb-unlocked-gsm-and/6961701511.html,128gb,apple iOS,BLACKLIST IMEI FIX BLOCK,$450,IPAD PRO 12.9 128GB UNLOCKED GSM AND WIFI GOLD AND WHITE WITH CASE
samsung,black,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-we-unlock-remove-icloud/6962336986.html,16gb,android,,$60,WE UNLOCK REMOVE ICLOUD BLACKLIST IPHONE Xr Xs Max GALAXY NOTE 8 9 10+
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s10-128gb-att/6962367684.html,128gb,android,,$590,"UNLOCKED SAMSUNG Galaxy S10 128gb Att, TMOBILE, METRO, VERIZON oversea"
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s8-64gb-att/6962367801.html,64gb,android,,$300,"UNLOCKED SAMSUNG Galaxy S8 64gb Att, TMOBILE, METRO, overseas, Verizon"
,rose,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-rose-gold-pink-128gb/6962368028.html,128gb,android,,$290,"UNLOCKED iPhone 7 Rose Gold, Pink 128gb Att TMOBILE Metro VERIZON"
samsung,black,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-we-unlock-iphone-xr-xs-max/6962622642.html,16gb,android,,$60,WE UNLOCK IPHONE Xr Xs Max GALAXY NOTE 8 9 S10+ SPRINT ATT XFINITY
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6962955423.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/lots-of-mobile-metro-pcs-att-verizon/6963096449.html,16gb,apple iOS,,$140,"LOTS OF T-MOBILE Metro Pcs ATT VERIZON IPHONES 5S, 6, PLUS, 7, 8, X"
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-note-8-64gb-att/6963094723.html,64gb,android,,$380,"UNLOCKED SAMSUNG Galaxy NOTE 8 64gb ATT TMOBILE Metro VERIZON, Oversea"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/excellent-condition-unlocked-iphone-6/6963096586.html,16gb,apple iOS,,$180,Excellent Condition UNLOCKED iPhone 6 16gb $180 64gb $200 128gb $220
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6963683578.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s9-verizon/6963831030.html,,android,,$380,UNLOCKED SAMSUNG Galaxy S9 VERIZON BOOST Sprint TMOBILE METRO overseas
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s8-64gb-att/6963831174.html,64gb,android,,$300,"UNLOCKED SAMSUNG Galaxy S8 64gb Att, TMOBILE, METRO, overseas, Verizon"
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s7-att-tmobile/6963831541.html,,android,,$200,"UNLOCKED SAMSUNG Galaxy S7 Att, TMOBILE, Metro, overseas. Any Sim"
apple,,excellent,att,https://sfbay.craigslist.org/sfc/mod/d/we-fix-iphone-5-5s-6-6s-7-7-plus-8-8/6963831830.html,,apple iOS,,$45,"WE FIX IPHONE 5, 5S, 6, 6S, 7, 7 PLUS, 8, 8 PLUS, SCREEN AND BATTERIES"
,black,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-unlock-iphone-xr-xs-max/6964087564.html,16gb,android,,$60,UNLOCK IPHONE X Xr Xs Max ANDROID REMOVE ICLOUD GOOGLE FIX BLACKLISTED
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-64gb-excellent-works/6963831657.html,64gb,apple iOS,,$670,"UNLOCKED iPhone X 64gb EXCELLENT, Works with ANY COMPANY Works"
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6964028171.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6964310160.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
IPHONE LG HTC SAMSUNG GALAXY,white,,tmobile,https://sfbay.craigslist.org/eby/mod/d/samsung-galaxy-a10-brand-new-13mp-cam/6964397344.html,32gb,android,BLACKLIST IMEI FIX BLOCK,$250,"SAMSUNG GALAXY A10 BRAND NEW - 13MP CAM - 32GB MEMORY - 6.2"" UNLOCKED"
apple,rose,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-rose-gold-pink-32gb/6964426913.html,32gb,apple iOS,,$260,"UNLOCKED iPhone 7 Rose Gold, Pink 32gb Att TMOBILE Metro VERIZON"
apple,rose,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-rose-gold-pink-128gb/6964427180.html,128gb,apple iOS,,$290,"UNLOCKED iPhone 7 Rose Gold, Pink 128gb Att TMOBILE Metro VERIZON"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-32gb-gb-plus-370/6964427519.html,32gb,apple iOS,,$260,"UNLOCKED iPhone 7 32gb $260, 128gb $290, 7 PLUS $370, IPHONE X"
apple,red,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-red-128gb-att-tmobile/6963096898.html,128gb,apple iOS,,$300,UNLOCKED iPhone 7 RED 128gb Att TMOBILE Metro VERIZON Boost Sprint
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s10-128gb-att/6963096746.html,128gb,apple iOS,,$590,"UNLOCKED SAMSUNG Galaxy S10 128gb Att, TMOBILE, METRO, VERIZON oversea"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6964984108.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-note-9-verizon/6965152378.html,,android,,$490,UNLOCKED SAMSUNG Galaxy NOTE 9 VERIZON Att TMOBILE METRO overseas.
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/lots-of-mobile-metro-pcs-att-verizon/6964427118.html,16gb,apple iOS,,$140,"LOTS OF T-MOBILE Metro Pcs ATT VERIZON IPHONES 5S, 6, PLUS, 7, 8, X"
apple,rose,new,tmobile,https://sfbay.craigslist.org/sfc/mod/d/san-jose-brand-new-seal-in-the-box/6960867093.html,64gb,apple iOS,,$750,BRAND  NEW SEAL IN THE BOX IPHONE Xs Max 64GB FOR AT&T CARRIER ONLY
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s9-verizon/6960142855.html,,android,,$380,UNLOCKED SAMSUNG Galaxy S9 VERIZON BOOST Sprint TMOBILE METRO overseas
,,,tmobile,https://sfbay.craigslist.org/eby/mod/d/hayward-cell-phone-repair-factory/6959064252.html,,other,,$55,Cell phone Repair   factory unlock   Pre paid activation
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-any-sim-verizon/6958778968.html,32gb,apple iOS,,$260,"UNLOCKED iPhone 7, ANY SIM, Verizon TMOBILE METRO Sprint Overseas"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6956428140.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,red,,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-red-128gb-att-tmobile/6958778842.html,128gb,apple iOS,,$300,UNLOCKED iPhone 7 RED 128gb Att TMOBILE Metro VERIZON Boost Sprint
apple,black,new,tmobile,https://sfbay.craigslist.org/sfc/mod/d/san-jose-brand-new-seal-in-the-box/6956674036.html,16gb,apple iOS,,$120,BRAND NEW SEAL IN THE BOX AIRPODS 1ST GENERATION WITH CHARGING CASE
,rose,new,tmobile,https://sfbay.craigslist.org/sfc/mod/d/san-jose-brand-spakling-new-iphone-xs/6956762296.html,64gb,android,,$800,BRAND SPAKLING NEW IPHONE Xs Max 64GB UNLOCKED FOR ANY CARRIER/COUNTR
apple,black,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-black-32gb-att/6958778747.html,32gb,apple iOS,,$260,UNLOCKED iPhone 7 BLACK 32gb Att TMOBILE Metro VERIZON Overseas
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6957199737.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,black,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-we-unlock-remove-icloud-iphone/6956671584.html,16gb,apple iOS,,$60,WE UNLOCK REMOVE ICLOUD IPHONE X Xs Max Xr SAMSUNG 8 9 S9 S10 PLUS
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6956765968.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s9-plus-64gb/6957342425.html,64gb,android,,$420,"UNLOCKED SAMSUNG Galaxy S9 PLUS 64gb Att, Tmobile, Metro, Verizon"
apple,rose,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-brand-spakling-new-iphone-xs/6957342507.html,64gb,apple iOS,,$800,BRAND SPAKLING NEW IPHONE Xs Max 64GB UNLOCKED FOR ANY CARRIER/COUNTRY
apple,rose,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-rose-gold-pink-32gb/6957342666.html,32gb,apple iOS,,$260,"UNLOCKED iPhone 7 Rose Gold, Pink 32gb Att TMOBILE Metro VERIZON"
,black,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-plus-black-256gb-att/6957342779.html,256gb,android,,$420,UNLOCKED iPhone 7 PLUS Black 256gb Att TMOBILE Metro OVERSEAS
,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-google-pixel-2-tmobile-metro/6957343027.html,,android,,$280,UNLOCKED Google PIXEL 2 TMOBILE METRO VERIZON BOOST Sprint overseas.
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s7-att-tmobile/6957343251.html,,apple iOS,,$200,"UNLOCKED SAMSUNG Galaxy S7 Att, TMOBILE, Metro, overseas. Any Sim"
apple,rose,new,tmobile,https://sfbay.craigslist.org/sfc/mod/d/san-jose-brand-spakling-new-iphone-8/6957346647.html,64gb,apple iOS,,$480,BRAND SPAKLING NEW IPHONE 8 PLUS 64GB UNLOCKED FOR ANY CARRIER
apple,,new,att,https://sfbay.craigslist.org/sfc/mod/d/san-francisco-broken-iphone-7-touch-and/6957000102.html,,apple iOS,,$60,Broken iPhone 7 Touch and LCD Repair
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6957920222.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6957391341.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s10-128gb-att/6958075011.html,128gb,android,,$590,"UNLOCKED SAMSUNG Galaxy S10 128gb Att, TMOBILE, METRO, VERIZON oversea"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-6s-any-sim-verizon/6958075407.html,32gb,apple iOS,,$200,"UNLOCKED iPhone 6S, any sim, Verizon TMOBILE METRO Sprint Oversea"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/excellent-condition-unlocked-iphone-6/6958075169.html,16gb,apple iOS,,$180,Excellent Condition UNLOCKED iPhone 6 16gb $180 64gb $200 128gb $220
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s10-128gb-att/6958075513.html,128gb,apple iOS,,$590,"UNLOCKED SAMSUNG Galaxy S10 128gb Att, TMOBILE, METRO, VERIZON oversea"
apple,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-6s-any-sim-verizon/6958075286.html,32gb,apple iOS,,$200,"UNLOCKED iPhone 6S, any sim, Verizon TMOBILE METRO Sprint Overseas"
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6958248411.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
apple,,excellent,att,https://sfbay.craigslist.org/sfc/mod/d/we-fix-iphone-5-5s-6-6s-7-7-plus-8-8/6958776075.html,,apple iOS,,$45,"WE FIX IPHONE 5, 5S, 6, 6S, 7, 7 PLUS, 8, 8 PLUS, SCREEN AND BATTERIES"
apple,rose,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-brand-new-iphone-8-plus-64gb/6958153301.html,64gb,apple iOS,,$480,BRAND NEW IPHONE 8 PLUS 64GB UNLOCKED WORK ANY CARRIERS / OVERSEA.
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-note-9-verizon/6958776362.html,,android,,$520,UNLOCKED SAMSUNG Galaxy NOTE 9 VERIZON Att TMOBILE METRO overseas.
,rose,new,tmobile,https://sfbay.craigslist.org/sfc/mod/d/san-jose-brand-new-seal-the-box-iphone/6958238674.html,64gb,android,,$750,BRAND NEW SEAL THE BOX IPHONE Xs MAX 64GB FOR AT&T CARRIER ONLY.
apple,black,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-brand-new-seal-in-the-box/6958161927.html,16gb,apple iOS,,$120,BRAND NEW SEAL IN THE BOX AIRPODS 1ST GENERATION WITH CHARGING CASE
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6958247198.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6958642896.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6958804870.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6956031478.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacements-broken-screen-and/6958841699.html,,apple iOS,,$25,REPLACEMENTS BROKEN SCREEN AND DAMAGED LCD FOR IPHONES 5/6/7/8 x
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s7-edge-att/6955114072.html,,android,,$240,"UNLOCKED SAMSUNG Galaxy S7 Edge Att, TMOBILE, Metro, overseas"
apple,black,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-plus-128gb-black/6954445985.html,128gb,apple iOS,,$400,"UNLOCKED iPhone 7 PLUS 128gb BLACK, Verizon TMOBILE METRO Sprint Overs"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6954276571.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacements-broken-screen-and/6955170911.html,,apple iOS,,$25,REPLACEMENTS  BROKEN SCREEN   AND DAMAGED LCD FOR IPHONES 5/6/7/8 &X
apple,black,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-black-128gb-att/6954445233.html,128gb,apple iOS,,$290,UNLOCKED iPhone 7 Black 128gb Att TMOBILE Metro VERIZON Boost
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacements-boken-screen-and/6954389716.html,,apple iOS,,$25,REPLACEMENTS BOKEN SCREEN AND LCD FOR IPHONES 5/6/7/8 /X
apple,black,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-iphone-7-black-32gb-att/6954445507.html,32gb,apple iOS,,$260,UNLOCKED iPhone 7 BLACK 32gb Att TMOBILE Metro VERIZON Overseas
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-s8-64gb-att/6954446889.html,64gb,android,,$300,"UNLOCKED SAMSUNG Galaxy S8 64gb Att, TMOBILE, METRO, overseas Unlocked"
apple,rose,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-brand-spakling-new-iphone-xs/6954478274.html,64gb,apple iOS,,$800,BRAND SPAKLING NEW IPHONE Xs Max 64GB UNLOCKED FOR ANY CARRIER/COUNTRY
apple,,,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-cell-phone-samsung-iphone/6958806773.html,,apple iOS,,$30,"CELL PHONE-SAMSUNG-IPHONE 6,7,8,PLUS-X, IPAD-UNLOCK-COMPUTER REPAIR"
Apple,,,att,https://sfbay.craigslist.org/sfc/mod/d/san-francisco-fix-iphone-5s-se-6-6-plus/6954577660.html,,apple iOS,iPhone,$29,"Fix iPhone X, 5S, SE, 6, 6 Plus, 6S, 6S +, 7, 7+, 8, 8+, Screen Repai"
Apple,,new,att,https://sfbay.craigslist.org/sfc/mod/d/south-san-francisco-fix-iphone-5s-se-6/6954579832.html,,apple iOS,iPhone,$29,"Fix iPhone X, 5S, SE, 6, 6 Plus, 6S, 6S +, 7, 7+, 8, 8+, Screen Repai"
apple,,new,att,https://sfbay.craigslist.org/sby/mod/d/san-jose-replacementscrrenipad345fix/6954974710.html,,apple iOS,,$25,"Replacement,Scrren,ipad3,4,5,FIX, IPHONE 5,6S+plus,7,8 and X 10 repair"
apple,rose,new,tmobile,https://sfbay.craigslist.org/sfc/mod/d/san-jose-brand-spakling-new-iphone-xs/6955081021.html,64gb,apple iOS,,$800,BRAND SPAKLING NEW IPHONE Xs Max 64GB UNLOCKED FOR ANY CARRIER/COUNTR
apple,silver,new,tmobile,https://sfbay.craigslist.org/sby/mod/d/san-jose-brand-new-seal-iphone-xr-64-gb/6955079115.html,64 gb,apple iOS,,$580,BRAND NEW SEAL IPHONE Xr 64 GB UNLOCKED FOR ANY CARRIER + OVER SEA
samsung,,excellent,tmobile,https://sfbay.craigslist.org/sfc/mod/d/unlocked-samsung-galaxy-note-9-verizon/6955113771.html,,android,,$520,UNLOCKED SAMSUNG Galaxy NOTE 9 VERIZON Att TMOBILE METRO overseas.
