BRAND,COLOUR,CONDITION,CONTRACT,MEMORY,MOBOS,MODEL,PRICE
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,450.0
Apple,unknow,5.0,Unlocked,512,apple ios,IPHONE 7 PLUS,300.0
Apple,black,5.0,Unlocked,64,apple ios,XR,165.0
Apple,unknow,4.0,Unlocked,0,apple ios,Iphone X,550.0
Apple,gold,4.0,At&t,128,apple ios,IPHONE 7,260.0
Apple,white,3.0,Unlocked,256,apple ios,Iphone X,600.0
apple,black,4.0,Unlocked,32,apple ios,iPhone 7+ Plus,160.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone X,509.0
Samsung,unknow,3.0,T-Mobile,512,android,S10 plus,790.0
Samsung,rose,5.0,Unlocked,32,android,G7,115.0
Apple,unknow,4.0,Unlocked,0,apple ios,IPHONE 7 PLUS,450.0
Motorola,rose,4.0,Unlocked,32,android,Samsung Galaxy,80.0
One Plus,gray,3.0,At&t,256,android,7 pro,600.0
Samsung,red,4.0,Unlocked,256,android,5t,115.0
Samsung,blue,4.0,Unlocked,256,android,Galaxy s7 edge,115.0
Samsung,gray,5.0,T-Mobile,64,android,XS,250.0
Samsung,silver,5.0,T-Mobile,64,android,NOTE 8,200.0
Apple,blue,4.0,Unlocked,32,apple ios,IPHONE 7,250.0
Apple,gold,4.0,T-Mobile,128,apple ios,IPHONE 6S,185.0
Samsung,rose,2.0,T-Mobile,64,android,S9,250.0
Apple,gray,5.0,Unlocked,256,apple ios,Iphone X,350.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,700.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,400.0
Apple,black,4.0,T-Mobile,64,apple ios,xs max,750.0
Samsung,gray,4.0,T-Mobile,64,android,6,90.0
Samsung,red,4.0,T-Mobile,256,android,Galaxy Note 8,150.0
Apple,gray,5.0,Unlocked,128,apple ios,IPHONE 7 PLUS,250.0
Apple,unknow,4.0,At&t,256,apple ios,iPhone 8 Plus,375.0
Apple,unknow,5.0,At&t,64,apple ios,Iphone X,550.0
Apple,unknow,4.0,Unlocked,256,apple ios,iphone 8,400.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,400.0
Apple,unknow,3.0,Unlocked,64,apple ios,xs max,850.0
Apple,unknow,3.0,T-Mobile,256,apple ios,Iphone 11,625.0
Apple,unknow,5.0,Unlocked,64,apple ios,Iphone X,400.0
Apple,gold,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,300.0
Samsung,rose,5.0,T-Mobile,32,android,J3 PRIME,75.0
Apple,unknow,3.0,Unlocked,128,apple ios,XR,649.0
Apple,gray,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,200.0
Apple,gold,4.0,At&t,128,apple ios,IPHONE 7,400.0
Apple,silver,4.0,Unlocked,64,apple ios,IPHONE 7,260.0
Apple,black,5.0,Unlocked,32,apple ios,IPHONE 7,270.0
Apple,black,4.0,Unlocked,32,apple ios,IPHONE 7,270.0
Apple,black,4.0,Unlocked,32,apple ios,IPHONE 7,270.0
Apple,unknow,3.0,Unlocked,256,apple ios,XS,850.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,400.0
Apple,unknow,4.0,Unlocked,64,apple ios,iPhone 8 Plus,400.0
Apple,Grey,3.0,Unlocked,512,apple ios,xs max,900.0
Samsung,unknow,5.0,Unlocked,64,android,s8,350.0
Samsung,unknow,5.0,Unlocked,256,android,s8,350.0
Samsung,unknow,5.0,Unlocked,64,android,s8,350.0
Apple,unknow,3.0,Unlocked,0,apple ios,11 Pro,1000.0
Samsung,gold,4.0,Verizon,32,android,S4,65.0
One Plus,silver,5.0,Unlocked,64,android,7,160.0
Motorola,red,5.0,Verizon,16,android,Droid x,35.0
Apple,gray,4.0,Verizon,128,apple ios,XR,550.0
Apple,unknow,3.0,Unlocked,0,apple ios,xs max,950.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,680.0
Lg,rose,5.0,Unlocked,16,android,V495,120.0
Apple,unknow,3.0,Unlocked,0,apple ios,iPhone 8 Plus,700.0
Lg,rose,5.0,Unlocked,64,android,V20,145.0
Apple,unknow,3.0,Unlocked,512,apple ios,xs max,850.0
One Plus,unknow,5.0,At&t,128,android,6,350.0
Samsung,silver,4.0,Unlocked,128,android,Galaxy Note 9,200.0
Apple,unknow,5.0,At&t,256,apple ios,iPhone 8 Plus,350.0
Apple,blue,4.0,Unlocked,64,apple ios,iPhone 7 Plus,140.0
Samsung,gray,5.0,At&t,256,android,XS Max,250.0
Apple,gold,4.0,Unlocked,32,apple ios,IPHONE 7,250.0
Apple,blue,4.0,At&t,16,apple ios,Convoy,45.0
Samsung,unknow,3.0,Unlocked,0,android,Note 9,530.0
Apple,black,5.0,Unlocked,128,apple ios,IPHONE 7,300.0
Apple,unknow,3.0,T-Mobile,64,apple ios,Iphone X,450.0
Apple,unknow,3.0,Unlocked,0,apple ios,11 pro max,1000.0
Apple,unknow,3.0,At&t,256,apple ios,xs max,600.0
Samsung,gray,4.0,Unlocked,32,android,Mate 10 pro,149.0
Samsung,red,4.0,Sprint,0,android,J3,50.0
Apple,black,4.0,T-Mobile,512,apple ios,IPHONE 7 PLUS,400.0
Apple,gold,4.0,T-Mobile,256,apple ios,IPHONE 7 PLUS,400.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,600.0
Apple,unknow,4.0,Sprint,0,apple ios,XR,600.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,475.0
Apple,unknow,4.0,Unlocked,256,apple ios,iPhone 8 Plus,400.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 7,250.0
Apple,unknow,3.0,At&t,64,apple ios,Iphone X,550.0
Apple,unknow,3.0,Unlocked,0,apple ios,xs max,750.0
Samsung,silver,4.0,Unlocked,128,android,A20,40.0
Apple,silver,3.0,Unlocked,256,apple ios,XS,750.0
Apple,black,3.0,At&t,64,apple ios,xs max,625.0
Apple,red,5.0,T-Mobile,256,apple ios,IPHONE 7,180.0
Lg,red,5.0,Unlocked,32,android,7,125.0
Lg,black,5.0,Sprint,64,android,V20,100.0
Lg,white,4.0,Unlocked,64,android,V35,250.0
Samsung,red,2.0,Sprint,64,android,Moto G6,85.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,480.0
Htc,black,4.0,Unlocked,32,android,SPA-525,85.0
Samsung,gold,4.0,T-Mobile,16,android,Phoenix 3,45.0
Lg,gray,4.0,Unlocked,64,android,G7,200.0
Apple,unknow,5.0,At&t,256,apple ios,xs max,700.0
Apple,black,4.0,Unlocked,32,apple ios,IPHONE 6,50.0
Samsung,gray,4.0,Sprint,32,android,A1224,50.0
Lg,gray,4.0,Sprint,64,android,G7,200.0
Samsung,silver,5.0,Sprint,64,android,A1224,50.0
Samsung,rose,4.0,Sprint,16,android,A1224,50.0
Apple,gold,4.0,Unlocked,64,apple ios,iPhone 8 Plus,250.0
Apple,gold,4.0,Unlocked,64,apple ios,xs max,750.0
Apple,gold,4.0,Unlocked,64,apple ios,iPhone 8 Plus,460.0
Apple,gold,4.0,Unlocked,128,apple ios,IPHONE 7,260.0
Samsung,black,5.0,Unlocked,64,android,s6,299.0
Samsung,unknow,5.0,Unlocked,64,android,s9,325.0
Samsung,red,4.0,Unlocked,64,android,s8,299.0
Samsung,purple,4.0,Unlocked,32,android,S7,165.0
Samsung,unknow,4.0,Unlocked,64,android,s9+,340.0
Samsung,black,5.0,Unlocked,32,android,S9+,175.0
Samsung,gray,5.0,Unlocked,64,android,NOTE 5,225.0
Samsung,unknow,4.0,Unlocked,64,android,s9,440.0
Motorola,black,4.0,T-Mobile,64,android,g5,80.0
Samsung,gray,5.0,Unlocked,64,android,8 plus,225.0
Samsung,rose,1.0,Unlocked,32,android,6s,100.0
Samsung,black,4.0,Unlocked,128,android,S9+,175.0
Samsung,gray,4.0,Unlocked,32,android,Galaxy S8,139.0
Samsung,blue,5.0,Sprint,32,android,6S,100.0
Apple,black,4.0,Unlocked,16,apple ios,IPHONE 6S,125.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6S,250.0
Lg,unknow,5.0,Unlocked,256,android,v40,370.0
Apple,gold,5.0,At&t,32,apple ios,IPHONE 6,100.0
Apple,unknow,3.0,Unlocked,0,apple ios,iPhone 8 Plus,480.0
Apple,rose,4.0,Unlocked,128,apple ios,IPHONE 7,250.0
Samsung,gray,4.0,At&t,32,android,S7,75.0
Samsung,black,4.0,At&t,64,android,galaxy s8,75.0
Apple,gray,4.0,Unlocked,16,apple ios,Galaxy,90.0
Motorola,rose,4.0,Unlocked,32,android,X,98.0
Motorola,black,4.0,Unlocked,32,android,G5,150.0
Apple,unknow,4.0,At&t,0,apple ios,xs max,700.0
Samsung,rose,4.0,Unlocked,128,android,Samsung,160.0
Apple,gray,4.0,Unlocked,32,apple ios,IPHONE 6S,200.0
Apple,gray,3.0,At&t,256,apple ios,XS,640.0
Apple,white,4.0,Unlocked,32,apple ios,iPhone X 256,140.0
Apple,black,3.0,Unlocked,64,apple ios,Iphone X,480.0
Apple,gray,3.0,Verizon,64,apple ios,Iphone X,480.0
Lg,rose,2.0,T-Mobile,64,android,V30,170.0
Samsung,unknow,3.0,At&t,256,android,note 10 plus,825.0
Nokia,blue,4.0,Unlocked,32,windows mobile,650,50.0
Apple,gray,4.0,Unlocked,64,apple ios,XS,725.0
Apple,gold,4.0,Unlocked,16,apple ios,Galaxy Note 4 Unlocked,80.0
Samsung,white,5.0,Unlocked,64,android,S7,190.0
Samsung,unknow,5.0,Unlocked,64,android,S9+,340.0
Lg,red,4.0,Unlocked,256,android,G7,290.0
Apple,unknow,3.0,Sprint,0,apple ios,XR,500.0
Samsung,white,4.0,T-Mobile,64,android,s9 plus,250.0
Apple,unknow,4.0,Unlocked,128,apple ios,XR,600.0
Apple,white,4.0,T-Mobile,16,apple ios,IPHONE 6,70.0
Apple,black,3.0,At&t,0,apple ios,Iphone X,500.0
Samsung,unknow,3.0,Verizon,0,android,Note 10 plus,500.0
Apple,black,5.0,At&t,32,apple ios,IPHONE 7,300.0
Apple,black,4.0,Unlocked,64,apple ios,Iphone X,540.0
Apple,black,4.0,T-Mobile,64,apple ios,IPHONE 7,250.0
Apple,unknow,4.0,T-Mobile,0,apple ios,XR,550.0
Apple,gray,3.0,Unlocked,256,apple ios,XS,750.0
Apple,gold,4.0,At&t,128,apple ios,IPHONE 7,275.0
Samsung,unknow,3.0,At&t,0,android,Note 10 plus,875.0
Apple,unknow,3.0,Verizon,0,apple ios,11 pro max,850.0
Sony,gold,4.0,Verizon,128,android,MQ6V2LL/A,150.0
Samsung,unknow,3.0,Unlocked,0,android,S10 plus,500.0
Samsung,unknow,3.0,Unlocked,0,android,Note 10 Plus,1000.0
Samsung,unknow,3.0,Unlocked,0,android,Note 10,825.0
Apple,gold,4.0,Unlocked,64,apple ios,IPHONE 7,300.0
Samsung,gray,5.0,T-Mobile,32,android,GALAXY S8+,100.0
Apple,black,4.0,Unlocked,64,apple ios,6 PLUS,240.0
Apple,gold,4.0,Unlocked,128,apple ios,IPHONE 6S,150.0
Alcatel,black,4.0,T-Mobile,16,android,G7 Supra,40.0
Apple,black,4.0,Unlocked,32,apple ios,IPHONE 7,200.0
Samsung,unknow,4.0,T-Mobile,0,android,S10,610.0
Apple,silver,3.0,At&t,256,apple ios,Iphone X,550.0
Apple,unknow,3.0,At&t,0,apple ios,s9,1050.0
Samsung,gray,4.0,Unlocked,64,android,G3,75.0
Apple,unknow,4.0,Verizon,0,apple ios,XR,525.0
Apple,gray,5.0,Unlocked,128,apple ios,6 PLUS,200.0
Apple,blue,4.0,Sprint,0,apple ios,XR,480.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7,325.0
Google,red,4.0,Unlocked,32,android,6s,100.0
Apple,black,5.0,Unlocked,256,apple ios,IPHONE 7 PLUS,400.0
Apple,unknow,4.0,Unlocked,64,apple ios,XS,695.0
Apple,black,4.0,Unlocked,128,apple ios,Moto G5,79.0
Apple,unknow,4.0,Unlocked,32,apple ios,IPHONE 7 PLUS,300.0
Apple,unknow,4.0,Verizon,256,apple ios,IPHONE 7 PLUS,375.0
Samsung,unknow,3.0,Verizon,256,android,Note 10 plus,900.0
Apple,blue,5.0,Unlocked,64,apple ios,Note 10+,250.0
Samsung,unknow,4.0,Unlocked,0,android,s10,800.0
Apple,unknow,4.0,Unlocked,16,apple ios,6 PLUS,900.0
Apple,unknow,4.0,Unlocked,0,apple ios,XR,500.0
Apple,unknow,3.0,Unlocked,512,apple ios,11 pro max,500.0
Samsung,unknow,5.0,T-Mobile,256,android,s9,350.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6S,260.0
Apple,black,4.0,Unlocked,256,apple ios,IPHONE 7 PLUS,420.0
Samsung,unknow,4.0,T-Mobile,64,android,Note 8,320.0
Samsung,unknow,4.0,Unlocked,512,android,S9+,330.0
Samsung,unknow,4.0,Unlocked,128,android,Note 9,440.0
Apple,gold,4.0,At&t,64,apple ios,11 Pro,780.0
Apple,purple,3.0,Unlocked,256,apple ios,Iphone 11,850.0
Apple,unknow,3.0,T-Mobile,512,apple ios,xs max,900.0
Apple,red,5.0,Unlocked,32,apple ios,IPHONE 7,230.0
Apple,unknow,3.0,Unlocked,0,apple ios,11 pro max,710.0
Apple,unknow,3.0,Unlocked,256,apple ios,xs max,850.0
Apple,red,4.0,Unlocked,64,apple ios,IPHONE 6,165.0
Motorola,black,4.0,At&t,16,android,Xs,40.0
Apple,rose,5.0,Unlocked,64,apple ios,6 PLUS,70.0
Apple,red,2.0,Unlocked,16,apple ios,Note10+ N975,40.0
Apple,black,4.0,Unlocked,16,apple ios,iphone 4s,50.0
Samsung,silver,4.0,Verizon,64,android,S8+,300.0
Samsung,unknow,4.0,Unlocked,256,android,s9+,330.0
Apple,gold,4.0,Unlocked,64,apple ios,xs max,800.0
Apple,unknow,4.0,Unlocked,64,apple ios,11 pro max,1100.0
Apple,unknow,4.0,At&t,256,apple ios,xs max,800.0
Apple,white,4.0,Unlocked,64,apple ios,IPHONE 7,250.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone X,475.0
Apple,white,4.0,T-Mobile,256,apple ios,XR,400.0
Samsung,unknow,3.0,Unlocked,128,android,S10 plus,650.0
Apple,silver,4.0,At&t,64,apple ios,Iphone X,490.0
Apple,black,3.0,Unlocked,256,apple ios,Iphone X,625.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone X,475.0
Motorola,blue,5.0,Unlocked,16,android,G7,40.0
Apple,unknow,3.0,Sprint,0,apple ios,Iphone X,500.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone X,475.0
Apple,unknow,4.0,Unlocked,64,apple ios,11 pro max,1050.0
Apple,red,4.0,Unlocked,64,apple ios,IPHONE 6S,200.0
Apple,Green,3.0,At&t,256,apple ios,pro max,709.0
Apple,unknow,2.0,Unlocked,128,apple ios,IPHONE 7,300.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,450.0
Apple,unknow,3.0,T-Mobile,64,apple ios,XR,600.0
Lg,gray,5.0,T-Mobile,64,android,stylo 4,165.0
Lg,rose,5.0,Unlocked,64,android,7,120.0
Lg,rose,5.0,T-Mobile,128,android,stylo 4,160.0
Samsung,red,5.0,Unlocked,128,android,J7 ,200.0
Samsung,red,4.0,Unlocked,256,android,J7 ,200.0
Apple,silver,4.0,T-Mobile,64,apple ios,IPHONE 6S,160.0
Apple,Grey,4.0,Unlocked,64,apple ios,iphone 8,400.0
Samsung,silver,4.0,Unlocked,32,android,J3,115.0
Samsung,black,4.0,Unlocked,32,android,7 Plus,125.0
Samsung,unknow,5.0,Verizon,64,android,Note 9,399.0
Google,black,4.0,Unlocked,64,android,pixel 3,300.0
Samsung,black,3.0,T-Mobile,128,android,S10,600.0
Apple,silver,3.0,Verizon,512,apple ios,11 pro max,1100.0
Samsung,red,4.0,Unlocked,16,android,One M9,60.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone X,490.0
Apple,silver,5.0,Unlocked,128,apple ios,IPHONE 7,275.0
Apple,gray,5.0,Unlocked,32,apple ios,IPHONE 7,210.0
Apple,gold,4.0,Unlocked,128,apple ios,IPHONE 7,275.0
Apple,rose,5.0,At&t,32,apple ios,IPHONE 7 PLUS,250.0
Apple,black,4.0,At&t,64,apple ios,IPHONE 6,135.0
Apple,gold,4.0,Unlocked,128,apple ios,IPHONE 7,275.0
Apple,unknow,4.0,Unlocked,512,apple ios,XS,700.0
Samsung,rose,4.0,Unlocked,64,android,J3,129.0
Apple,gold,5.0,Verizon,32,apple ios,S7 Galaxy,75.0
Apple,unknow,5.0,Unlocked,64,apple ios,iPhone 8 Plus,395.0
Apple,unknow,3.0,Unlocked,64,apple ios,iPhone 8 Plus,539.0
Apple,rose,4.0,T-Mobile,64,apple ios,IPHONE 6S,137.0
Samsung,unknow,3.0,Unlocked,256,android,Note 10,700.0
Apple,gold,3.0,Verizon,256,apple ios,xs max,1100.0
Apple,Grey,4.0,At&t,256,apple ios,IPHONE 7,300.0
Samsung,black,5.0,Sprint,64,android,G7 Thinq,145.0
Apple,white,3.0,Unlocked,256,apple ios,xs max,1000.0
Apple,gray,3.0,Unlocked,64,apple ios,Iphone X,675.0
Apple,gray,4.0,Unlocked,64,apple ios,6 PLUS,210.0
Apple,red,3.0,T-Mobile,0,apple ios,XR,500.0
Apple,blue,5.0,Verizon,8,apple ios,IPHONE 6S,40.0
Apple,unknow,4.0,At&t,256,apple ios,IPHONE 7 PLUS,400.0
Samsung,silver,4.0,Verizon,16,android,Galaxy,40.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6S,230.0
Apple,white,4.0,Unlocked,128,apple ios,IPHONE 6S,260.0
Apple,gray,5.0,Unlocked,128,apple ios,IPHONE 6,149.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone X,580.0
Samsung,unknow,4.0,Unlocked,128,android,S10 plus,720.0
Samsung,black,4.0,Unlocked,64,android,s9,360.0
Samsung,black,4.0,Unlocked,64,android,s9,360.0
Samsung,unknow,4.0,Unlocked,64,android,Note 8,360.0
Samsung,white,4.0,Unlocked,64,android,s8,280.0
Samsung,black,4.0,Unlocked,64,android,s9,360.0
Samsung,unknow,4.0,Unlocked,64,android,Note 8,360.0
Samsung,unknow,4.0,Unlocked,128,android,Note 9,520.0
Motorola,rose,4.0,At&t,64,android,G7,120.0
Samsung,gold,5.0,Unlocked,64,android,s8,280.0
Samsung,unknow,4.0,Unlocked,256,android,Note 8,349.0
Apple,gold,3.0,Unlocked,256,apple ios,xs max,850.0
Samsung,unknow,4.0,T-Mobile,256,android,note 10 plus,850.0
Lg,gray,4.0,Unlocked,16,android,G6,75.0
Samsung,black,4.0,Unlocked,128,android,J7 ,150.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6S,225.0
Alcatel,red,4.0,Unlocked,32,android,Galaxy,60.0
Apple,unknow,3.0,T-Mobile,64,apple ios,Iphone X,650.0
Apple,gold,3.0,Unlocked,256,apple ios,XS,750.0
Apple,silver,4.0,Unlocked,256,apple ios,XS,850.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,225.0
Apple,gold,3.0,Unlocked,256,apple ios,XS,600.0
Apple,gold,3.0,Unlocked,256,apple ios,xs max,899.0
Apple,silver,4.0,Unlocked,64,apple ios,IPHONE 6,200.0
Apple,unknow,4.0,Sprint,64,apple ios,XR,350.0
Lg,rose,5.0,Unlocked,64,android,V30 64GB,115.0
Samsung,unknow,3.0,T-Mobile,0,android,s9+,499.0
Apple,purple,5.0,Unlocked,32,apple ios,6S,150.0
Apple,unknow,3.0,Verizon,256,apple ios,xs max,1000.0
Apple,red,5.0,Unlocked,64,apple ios,J3 Mission,40.0
Apple,silver,3.0,Unlocked,256,apple ios,Iphone X,560.0
Apple,gray,3.0,Unlocked,64,apple ios,Iphone X,600.0
Apple,unknow,5.0,Sprint,64,apple ios,Iphone X,400.0
Motorola,gray,4.0,T-Mobile,16,android,Galaxy,60.0
Apple,gold,4.0,Unlocked,64,apple ios,xs max,800.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,500.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,550.0
Apple,gray,4.0,Unlocked,256,apple ios,IPHONE 6S,185.0
Apple,gray,4.0,Unlocked,256,apple ios,IPHONE 7,275.0
Apple,gray,3.0,Unlocked,64,apple ios,Iphone X,600.0
Motorola,gold,4.0,At&t,32,android,A1634,100.0
Samsung,red,5.0,Unlocked,8,android,Note 8,175.0
Apple,unknow,3.0,T-Mobile,64,apple ios,xs max,680.0
Apple,unknow,5.0,Unlocked,512,apple ios,iphone 8,350.0
Apple,unknow,4.0,Unlocked,256,apple ios,IPHONE 7 PLUS,380.0
Apple,unknow,4.0,Unlocked,64,apple ios,xs max,750.0
Apple,unknow,4.0,At&t,64,apple ios,xs max,1000.0
Apple,black,3.0,At&t,64,apple ios,X,575.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,450.0
Apple,unknow,3.0,Unlocked,0,apple ios,XR,450.0
Apple,unknow,4.0,At&t,64,apple ios,xs max,900.0
Apple,unknow,3.0,T-Mobile,64,apple ios,XR,460.0
Apple,gold,4.0,At&t,64,apple ios,iphone 8,340.0
Apple,gold,4.0,Unlocked,256,apple ios,IPHONE 6S,275.0
Apple,unknow,5.0,Unlocked,64,apple ios,iphone 8,400.0
Apple,silver,4.0,Verizon,256,apple ios,Iphone X,550.0
Apple,silver,4.0,Verizon,256,apple ios,Iphone X,550.0
Apple,white,4.0,Unlocked,32,apple ios,8+,95.0
Apple,unknow,4.0,At&t,0,apple ios,xs max,800.0
Apple,unknow,3.0,Unlocked,64,apple ios,iPhone 8 Plus,539.0
Apple,rose,5.0,Unlocked,256,apple ios,iphone 8,350.0
Apple,gold,4.0,Unlocked,64,apple ios,xs max,900.0
Google,black,5.0,At&t,64,android,7,150.0
Samsung,gold,5.0,Unlocked,16,android,J3,89.0
Samsung,gray,4.0,At&t,64,android,6s 64 gig,80.0
Apple,red,4.0,T-Mobile,32,apple ios,IPHONE 6S,175.0
Apple,white,4.0,T-Mobile,64,apple ios,IPHONE 6S,180.0
Lg,silver,4.0,T-Mobile,32,android,Galaxy s7 edge,110.0
Lg,silver,4.0,T-Mobile,32,android,Note 8,110.0
Lg,gray,4.0,T-Mobile,32,android,g 2pw2100,145.0
Lg,red,4.0,T-Mobile,32,android,Galaxy s9,160.0
Lg,gold,4.0,T-Mobile,32,android,Galaxy S8 plus,110.0
Lg,blue,4.0,T-Mobile,32,android,7 plus,110.0
Lg,red,4.0,T-Mobile,32,android,S9 s10 s8 PLUS,160.0
Motorola,black,4.0,T-Mobile,32,android,G7,100.0
Motorola,silver,4.0,T-Mobile,32,android,G7,105.0
Motorola,rose,4.0,T-Mobile,32,android,G7,105.0
Samsung,rose,5.0,T-Mobile,16,android,A10,100.0
Samsung,gray,5.0,T-Mobile,32,android,A10,105.0
Samsung,black,5.0,T-Mobile,32,android,J3,95.0
Samsung,black,4.0,T-Mobile,32,android,A10,120.0
Samsung,gray,4.0,T-Mobile,64,android,A20,216.0
Apple,black,5.0,At&t,16,apple ios,IPHONE 6S,50.0
Apple,rose,5.0,Unlocked,64,apple ios,IPHONE 6,130.0
Apple,black,4.0,T-Mobile,64,apple ios,IPHONE 7,249.0
Apple,gray,4.0,Unlocked,256,apple ios,iPhone 8 Plus,200.0
Apple,Grey,5.0,Unlocked,256,apple ios,Iphone X,550.0
Apple,gold,4.0,Unlocked,64,apple ios,xs max,800.0
Apple,unknow,4.0,At&t,256,apple ios,Iphone X,600.0
Samsung,purple,5.0,T-Mobile,64,android,s9,400.0
Apple,gold,5.0,Unlocked,64,apple ios,6s plus,125.0
Apple,red,5.0,T-Mobile,256,apple ios,IPHONE 7,300.0
Google,gray,4.0,Unlocked,64,android,Xs Max,275.0
Motorola,blue,4.0,Verizon,0,android,Razr v3m,35.0
Samsung,rose,4.0,At&t,64,android,A20,149.0
Samsung,unknow,3.0,At&t,0,android,Note 9,475.0
Apple,purple,4.0,Sprint,128,apple ios,IPHONE 6S,165.0
Apple,black,4.0,Unlocked,16,apple ios,IPHONE 6S,120.0
Apple,silver,4.0,Unlocked,32,apple ios,US998U,69.0
Apple,unknow,4.0,T-Mobile,256,apple ios,iphone 8,400.0
Lg,blue,5.0,Verizon,16,android,Z831,49.0
Lg,rose,4.0,Unlocked,64,android,G6,220.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6S,240.0
Apple,red,5.0,Verizon,128,apple ios,IPHONE 7 PLUS,350.0
Apple,red,4.0,Unlocked,128,apple ios,IPHONE 7,500.0
Samsung,red,5.0,Verizon,32,android,Q7+,100.0
Motorola,rose,5.0,Unlocked,64,android,g5,80.0
Samsung,black,5.0,Unlocked,128,android,S7 EDGE,199.0
Apple,red,4.0,Unlocked,128,apple ios,IPHONE 6,149.0
Samsung,white,4.0,Unlocked,64,android,note 9,175.0
Samsung,unknow,3.0,Unlocked,0,android,S10 plus,450.0
Samsung,unknow,3.0,Unlocked,0,android,S10 plus,600.0
Apple,blue,5.0,Unlocked,64,apple ios,S10,225.0
Apple,unknow,5.0,Unlocked,0,apple ios,iphone 8,500.0
Apple,gold,4.0,Unlocked,256,apple ios,iphone 8,300.0
Samsung,red,4.0,Unlocked,64,android,s7,149.0
Nokia,purple,5.0,Unlocked,16,windows mobile,G5 plus,48.0
Samsung,gray,4.0,Unlocked,64,android,S8,225.0
Apple,white,5.0,Unlocked,64,apple ios,6 PLUS,150.0
Apple,unknow,5.0,At&t,64,apple ios,iPhone 8 Plus,397.0
Motorola,black,4.0,Unlocked,32,android,Axon Pro,100.0
Samsung,unknow,3.0,At&t,0,android,Note 10 Plus,750.0
Samsung,unknow,4.0,Unlocked,512,android,Note 9,750.0
Apple,Green,4.0,Unlocked,64,apple ios,11 Pro,1080.0
Samsung,unknow,3.0,At&t,0,android,Note 10 Plus,730.0
Samsung,unknow,3.0,Unlocked,0,android,Note 10 plus,900.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,400.0
Apple,gray,5.0,Unlocked,64,apple ios,IPHONE 6,200.0
Samsung,white,3.0,T-Mobile,0,android,note 10 plus,890.0
Apple,gray,5.0,T-Mobile,32,apple ios,Nexus 5X,60.0
Apple,red,4.0,Unlocked,64,apple ios,IPHONE 6S,175.0
Apple,unknow,4.0,T-Mobile,64,apple ios,XR,535.0
Apple,gold,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,299.0
Google,white,4.0,Verizon,128,android,Pixel 2,349.0
Samsung,gray,5.0,Unlocked,16,android,V30,120.0
Samsung,purple,3.0,At&t,0,android,Note 9,490.0
Apple,gray,5.0,Unlocked,64,apple ios,Iphone X,520.0
Apple,black,4.0,Unlocked,16,apple ios,IPHONE 6,150.0
Lg,gray,4.0,Unlocked,32,android,Galaxy S10e S10 Plus G975,40.0
Apple,unknow,5.0,Unlocked,64,apple ios,iphone 8,400.0
Apple,black,5.0,Unlocked,128,apple ios,IPHONE 6S,185.0
Apple,Grey,4.0,T-Mobile,64,apple ios,iPhone 8 Plus,500.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,380.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6,150.0
Apple,white,4.0,Unlocked,128,apple ios,IPHONE 6,200.0
Apple,gold,4.0,Unlocked,128,apple ios,IPHONE 6S,260.0
Apple,unknow,3.0,Unlocked,0,apple ios,iphone 8,500.0
Samsung,black,5.0,Unlocked,32,android,Note 9,190.0
Samsung,unknow,5.0,Unlocked,64,android,s9,325.0
