Index,Brand,Condition,Price
2563, Apple,4,750
2564, Apple,2,200
2565, Apple,3,450
2566, Apple,4,375
2567, Apple,4,85
2568, Apple,4,600
2569, Apple,4,189
2570, Samsung,2,50
2571, Apple,4,440
2572, Apple,4,400
2573, Samsung,4,160
2574, Apple,4,375
2575, Apple,4,230
2576, Samsung,2,100
2577, Apple,2,200
2578, Apple,4,130
2579, Apple,4,220
2580, Apple,4,100
2581, Motorola,4,150
2582, Samsung,4,200
2583, Samsung,4,105
2584, Apple,4,95
2585, Apple,2,120
2586, Apple,4,70
2587, Samsung,2,100
2588, Apple,4,85
2589, Apple,4,40
2590, Apple,4,200
2591, Samsung,2,50
2592, Samsung,4,50
2593, Apple,4,800
2594, Apple,4,300
2595, Apple,4,1100
2596, Apple,4,399
2597, Nokia,2,135
2598, Samsung,4,180
2599, Apple,2,280
2600, Samsung,4,220
2601, Samsung,4,160
2602, Apple,4,160
2603, apple,4,350
2604, Samsung,4,360
2605, Apple,4,600
2606, Sony,4,120
2607, Samsung,4,120
2608, Samsung,4,200
2609, Apple,4,260
2610, Apple,4,220
2611, Lg,4,80
2612, Apple,4,330
2613, Apple,4,450
2614, Apple,4,300
2615, Apple,4,800
2616, Lg,2,80
2617, Apple,4,900
2618, Apple,4,170
2619, Apple,2,300
2620, Apple,4,310
2621, Nokia,4,95
2622, Samsung,4,360
2623, Apple,4,35
2624, Apple,4,200
2625, Apple,4,330
2626, Apple,4,300
2627, Lg,4,400
2628, Apple,4,399
2629, Apple,4,150
2630, Apple,4,100
2631, Apple,4,190
2632, Apple,4,400
2633, Apple,4,300
2634, Apple,4,240
2635, Apple,4,150
2636, Apple,2,175
2637, Apple,4,550
2638, Samsung,4,219
2639, Samsung,4,400
2640, Lg,4,60
2641, Samsung,4,260
2642, Apple,4,40
2643, Apple,4,500
2644, Apple,4,149
2645, Apple,4,200
2646, Apple,2,600
2647, Apple,4,150
2648, Lg,4,250
2649, Lg,4,375
2650, Apple,4,100
2651, Apple,4,200
2652, Samsung,4,399
2653, Samsung,3,450
2654, Samsung,4,100
2655, Apple,4,339
2656, Apple,4,575
2657, Apple,2,800
2658, Lg,4,80
2659, Samsung,4,360
2660, Apple,4,280
2661, Apple,4,200
2662, Alcatel,4,50
2663, Apple,4,280
2664, Apple,4,620
2665, Apple,4,300
2666, Apple,4,250
2667, Apple,4,399
2668, Apple,4,275
2669, Htc,4,265
2670, Lg,2,100
2671, Motorola,4,150
2672, Apple,4,150
2673, Apple,2,169
2674, Htc,4,260
2675, Apple,4,299
2676, Apple,4,150
2677, Apple,4,499
2678, Lg,4,40
2679, Samsung,4,120
2680, Apple,4,700
2681, Samsung,4,370
2682, Apple,4,350
2683, Apple,4,240
2684, Samsung,4,300
2685, Apple,4,395
2686, Apple,4,800
2687, Apple,4,150
2688, Google,4,320
2689, Samsung,4,50
2690, Apple,4,800
2691, Apple,4,259
2692, Apple,4,325
2693, Lg,4,150
2694, Samsung,4,379
2695, Samsung,4,180
2696, Apple,2,169
2697, Apple,4,325
2698, Apple,4,429
2699, Alcatel,4,65
2700, Apple,4,250
2701, Apple,4,125
2702, Samsung,4,125
2703, Samsung,4,350
2704, Samsung,4,120
2705, Samsung,4,199
2706, Samsung,4,120
2707, Apple,4,250
2708, Apple,4,250
2709, Samsung,4,149
2710, Lg,4,100
2711, Apple,4,230
2712, Apple,2,150
2713, Apple,4,700
2714, Apple,4,420
2715, Samsung,4,350
2716, Apple,4,250
2717, Apple,4,220
2718, Apple,4,450
2719, Samsung,4,200
2720, Samsung,4,350
2721, Samsung,4,350
2722, Apple,4,250
2723, Samsung,4,379
2724, Samsung,4,120
2725, Samsung,4,290
2726, Apple,4,135
2727, Motorola,4,100
2728, Apple,4,310
2729, Apple,4,80
2730, Apple,4,300
2731, One Plus,4,230
2732, Apple,4,899
2733, Google,4,375
2734, Apple,4,250
2735, Apple,4,80
2736, Apple,4,50
2737, Apple,4,350
2738, Apple,4,290
2739, Samsung,4,40
2740, Apple,4,279
2741, Apple,2,65
2742, Apple,4,120
2743, Apple,4,115
2744, Lg,4,130
2745, Apple,4,360
2746, Apple,4,349
2747, Apple,4,100
2748, Apple,4,270
2749, Apple,4,400
2750, Apple,4,350
2751, Apple,2,500
2752, Htc,4,150
2753, Htc,2,150
2754, Samsung,4,270
2755, Samsung,4,420
2756, Samsung,4,400
2757, Samsung,4,220
2758, Samsung,4,220
2759, Samsung,4,380
2760, Samsung,4,420
2761, Apple,4,270
2762, Apple,4,180
2763, Apple,3,230
2764, Apple,2,370
2765, Apple,4,370
2766, Apple,4,400
2767, Apple,4,290
2768, Google,4,140
2769, Htc,4,150
2770, Lg,4,350
2771, Samsung,4,230
2772, Samsung,4,400
2773, Samsung,4,270
2774, Samsung,4,350
2775, Samsung,4,350
2776, Samsung,4,350
2777, Samsung,4,350
2778, Apple,4,659
2779, Apple,4,90
2780, Apple,4,330
2781, Apple,4,225
2782, Apple,4,150
2783, Apple,4,300
2784, Apple,4,150
2785, Apple,4,160
2786, Motorola,4,150
2787, Apple,4,70
2788, Lg,2,35
2789, Apple,4,200
2790, Apple,4,230
2791, Apple,4,380
2792, Apple,4,290
2793, Apple,4,299
2794, Apple,2,65
2795, Apple,4,600
2796, Motorola,4,95
2797, Apple,2,55
2798, Apple,4,180
2799, Apple,4,300
2800, Apple,4,659
2801, Apple,4,250
2802, Apple,4,350
2803, Apple,4,400
2804, Apple,4,150
2805, Apple,2,225
2806, Lg,4,200
2807, Lg,4,230
2808, Lg,4,250
2809, Motorola,4,125
2810, Apple,4,750
2811, Apple,4,160
2812, Apple,2,600
2813, Apple,4,1100
2814, Apple,4,849
2815, Apple,2,115
2816, Apple,4,695
2817, Samsung,4,260
2818, Apple,4,250
2819, Apple,2,450
2820, Samsung,2,250
2821, Samsung,4,140
2822, Apple,4,250
2823, Samsung,4,50
2824, Apple,4,55
2825, Apple,4,180
2826, Apple,4,370
2827, Samsung,4,340
2828, Samsung,4,249
2829, Apple,4,150
2830, Apple,4,300
2831, Samsung,4,110
2832, Samsung,4,350
2833, Apple,4,400
2834, Apple,4,150
2835, Apple,4,130
2836, Apple,4,700
2837, Samsung,4,325
2838, Apple,4,109
2839, Apple,4,650
2840, Apple,4,200
2841, Samsung,4,299
2842, Apple,4,425
2843, Apple,4,225
2844, Samsung,4,440
2845, Apple,4,200
2846, Apple,2,65
2847, Apple,4,89
2848, Apple,4,325
2849, Lg,4,110
2850, Motorola,4,75
2851, Motorola,4,125
2852, Apple,4,360
2853, Samsung,4,150
2854, Samsung,4,189
2855, Samsung,4,120
2856, Samsung,4,229
2857, Samsung,4,950
2858, Samsung,4,750
2859, Apple,4,325
2860, Samsung,4,360
2861, Apple,4,600
2862, Lg,4,180
2863, Samsung,4,35
2864, Apple,4,240
2865, Lg,4,180
2866, Samsung,4,180
2867, Samsung,4,280
2868, Samsung,4,360
2869, Samsung,4,360
2870, Samsung,4,280
2871, Samsung,4,400
2872, Motorola,4,180
2873, Samsung,4,360
2874, Apple,4,400
2875, Apple,2,200
2876, Apple,4,418
2877, Apple,4,300
2878, Apple,4,325
2879, Apple,4,940
2880, Apple,2,549
2881, Apple,2,450
2882, Apple,4,300
2883, Apple,4,350
2884, Samsung,4,100
2885, Samsung,4,350
2886, Apple,4,160
2887, Blackberry,2,100
2888, Nokia,2,250
2889, Apple,2,150
2890, Apple,4,200
2891, Motorola,4,70
2892, Apple,4,180
2893, Nokia,4,35
2894, Apple,4,300
2895, Samsung,4,79
2896, Apple,4,90
2897, Apple,4,175
2898, Apple,4,340
2899, Motorola,4,250
2900, Samsung,4,285
2901, Apple,4,200
2902, Apple,4,409
2903, Apple,4,100
2904, Google,4,300
2905, Apple,4,999
2906, Apple,4,900
2907, Samsung,4,50
2908, Apple,4,350
2909, Apple,4,340
2910, Samsung,4,150
2911, Apple,4,105
2912, Samsung,4,100
2913, Samsung,4,100
2914, Apple,4,110
2915, Samsung,4,185
2916, Apple,4,400
2917, Samsung,4,40
2918, Apple,4,200
2919, Samsung,4,100
2920, Apple,4,90
2921, Apple,4,950
2922, Apple,2,720
2923, Samsung,4,140
2924, Apple,4,100
2925, Apple,4,200
2926, Apple,4,200
2927, Motorola,4,50
2928, Apple,2,130
2929, Apple,4,180
2930, Samsung,4,280
2931, Samsung,4,99
2932, Apple,4,420
2933, Apple,4,320
2934, Samsung,4,350
2935, Lg,4,190
2936, Samsung,4,160
2937, Blu,4,50
2938, Motorola,4,80
2939, Lg,4,50
2940, Samsung,4,60
2941, Samsung,4,100
2942, Apple,2,165
2943, Motorola,4,40
2944, Apple,4,340
2945, Apple,4,70
2946, Apple,4,130
2947, Apple,4,390
2948, Samsung,4,120
2949, Apple,4,450
2950, Samsung,4,200
2951, Lg,4,100
2952, Samsung,4,125
2953, Samsung,4,120
2954, Lg,4,60
2955, Samsung,4,400
2956, Apple,2,245
2957, Apple,4,1000
2958, Samsung,4,60
2959, Google,2,285
2960, Apple,4,120
2961, Samsung,4,325
2962, Apple,4,99
2963, Apple,4,185
2964, Apple,4,399
2965, Apple,4,479
2966, Apple,4,115
2967, Apple,4,440
2968, Apple,4,400
2969, Google,4,285
2970, Samsung,4,325
2971, Lg,4,290
2972, Apple,4,350
2973, Apple,4,280
2974, Apple,4,750
2975, Apple,4,280
2976, Apple,4,150
2977, Samsung,2,285
2978, Apple,4,340
2979, Samsung,4,340
2980, Samsung,1,50
2981, Samsung,4,100
2982, Apple,4,400
2983, Apple,4,160
2984, Samsung,4,100
2985, Samsung,4,250
2986, Samsung,4,350
2987, Lg,4,120
2988, Lg,4,60
2989, Samsung,4,399
2990, Apple,2,160
2991, Apple,4,170
2992, Apple,4,175
2993, Apple,4,175
2994, Apple,2,220
2995, Apple,4,340
2996, Samsung,4,80
2997, Apple,4,560
2998, Apple,4,400
2999, Apple,4,350
3000, Lg,4,250
3001, Apple,4,260
3002, Samsung,4,275
3003, Apple,2,125
3004, Apple,4,125
3005, Apple,4,179
3006, Motorola,4,35
3007, Samsung,4,60
3008, Apple,4,350
3009, Apple,4,40
3010, Apple,3,40
3011, Samsung,4,600
3012, Apple,4,360
3013, Apple,4,325
3014, Apple,4,400
3015, Apple,4,120
3016, Apple,4,120
3017, Samsung,4,105
3018, Apple,4,350
3019, Samsung,4,420
3020, Apple,4,150
3021, Huawei,4,599
3022, Apple,4,250
3023, Apple,4,40
3024, Apple,4,280
3025, Asus,3,195
3026, Asus,4,195
3027, Apple,4,200
3028, Lg,4,130
3029, Motorola,2,118
3030, Samsung,4,105
3031, Apple,4,120
3032, Lg,4,120
3033, Apple,4,350
3034, Apple,4,80
3035, Apple,2,100
3036, Motorola,4,125
3037, Samsung,4,325
3038, Apple,4,150
3039, Lg,4,250
3040, Samsung,4,550
3041, Apple,2,550
3042, Apple,4,350
3043, Apple,4,100
3044, Samsung,4,400
3045, Samsung,4,400
3046, Samsung,4,125
3047, Apple,4,300
3048, Samsung,4,140
3049, Apple,4,300
3050, Nokia,4,99
3051, Apple,4,149
3052, Apple,4,400
3053, Apple,4,90
3054, Samsung,4,550
3055, Apple,2,315
3056, Samsung,4,260
3057, Apple,4,340
3058, Apple,4,90
3059, Apple,2,50
3060, Apple,4,270
3061, Apple,4,100
3062, Apple,4,270
3063, Apple,4,200
3064, Apple,4,200
3065, Samsung,4,250
3066, Samsung,4,100
3067, Apple,4,90
3068, Apple,4,350
3069, Lg,4,80
3070, Apple,4,325
3071, Motorola,4,75
3072, Samsung,4,400
3073, Apple,3,450
3074, Apple,4,240
3075, Apple,4,50
3076, Apple,4,700
3077, Apple,4,210
3078, Apple,4,420
3079, Apple,4,180
3080, Apple,4,400
3081, Apple,4,200
3082, Apple,4,400
3083, Samsung,4,300
3084, Samsung,4,149
3085, Apple,4,100
3086, Apple,4,215
3087, Apple,4,200
3088, Apple,4,225
3089, Apple,4,275
3090, Motorola,2,145
3091, Apple,4,326
3092, Google,4,100
3093, Apple,4,406
3094, Htc,4,125
3095, Apple,4,80
3096, Motorola,2,80
3097, Apple,4,299
3098, Apple,4,135
3099, Apple,4,115
3100, Samsung,4,120
3101, Apple,4,400
3102, Samsung,4,140
3103, Apple,2,595
3104, Apple,2,595
3105, Samsung,4,165
3106, Samsung,4,120
3107, Apple,2,40
3108, Samsung,4,140
3109, Samsung,4,140
3110, Samsung,2,140
3111, Samsung,4,140
3112, Apple,4,195
3113, Apple,4,350
3114, Apple,4,170
3115, Apple,4,200
3116, Samsung,4,375
3117, Apple,4,130
3118, Apple,4,175
3119, Apple,4,225
3120, Apple,4,700
3121, Apple,4,750
3122, Apple,4,460
3123, Apple,4,1000
3124, Apple,4,550
3125, Apple,4,300
3126, Lg,4,110
3127, Apple,2,60
3128, Apple,4,410
3129, Apple,4,240
3130, Samsung,4,630
3131, Apple,4,200
3132, Apple,2,249
3133, Apple,4,250
3134, Apple,4,60
3135, Apple,4,100
3136, Apple,4,250
3137, Apple,4,650
3138, Apple,4,149
3139, Apple,2,200
3140, Samsung,2,250
3141, Google,4,400
3142, Apple,4,550
3143, Samsung,4,100
3144, Samsung,4,150
3145, Samsung,4,220
3146, Apple,4,250
3147, Google,4,380
3148, Samsung,4,300
3149, Htc,4,100
3150, Samsung,4,970
3151, Apple,2,200
3152, Apple,4,340
3153, Apple,4,340
3154, Samsung,4,400
3155, Apple,4,200
3156, Apple,4,580
3157, Apple,4,79
3158, Apple,4,340
3159, Lg,2,100
3160, Apple,4,350
3161, Apple,4,380
3162, Apple,4,300
3163, Lg,4,100
3164, Apple,4,275
3165, Apple,4,250
3166, Apple,4,320
3167, Apple,2,200
3168, Apple,2,700
3169, Apple,4,260
3170, Apple,4,150
3171, Apple,4,200
3172, Apple,4,400
3173, Motorola,2,100
3174, Apple,4,500
3175, Apple,4,225
3176, Apple,4,350
3177, Apple,4,260
3178, Apple,4,400
3179, Apple,4,300
3180, Apple,4,850
3181, Apple,4,279
3182, Samsung,4,200
3183, Samsung,4,370
3184, Apple,4,110
3185, Samsung,4,275
3186, Apple,4,175
3187, Apple,4,275
3188, Samsung,4,400
3189, Apple,4,279
3190, Apple,4,300
3191, Motorola,2,50
3192, Apple,4,210
3193, Alcatel,4,60
3194, Motorola,4,35
3195, Apple,4,380
3196, Apple,4,380
3197, Apple,4,400
3198, Samsung,4,225
3199, Samsung,4,325
3200, Apple,4,250
3201, Apple,4,200
3202, Apple,4,200
3203, Apple,4,380
3204, Samsung,2,75
3205, Apple,4,380
3206, Apple,4,380
3207, Apple,4,370
3208, Apple,4,370
3209, Apple,4,299
3210, Samsung,4,850
3211, Samsung,4,399
3212, Samsung,4,350
3213, Apple,4,200
3214, Apple,4,200
3215, Apple,4,400
3216, Apple,4,349
3217, Samsung,4,199
3218, Apple,2,160
3219, Apple,4,200
3220, Apple,4,80
3221, Apple,4,80
3222, Motorola,4,50
3223, Apple,4,840
3224, Apple,4,100
3225, Samsung,4,490
3226, Apple,4,280
3227, Apple,2,170
3228, Apple,4,410
3229, Apple,4,175
3230, Apple,4,325
3231, Google,4,310
3232, Apple,4,300
3233, Apple,4,275
3234, Apple,4,325
3235, Apple,4,300
3236, Apple,4,300
3237, Apple,2,800
3238, Samsung,4,399
3239, Apple,4,149
3240, Apple,2,500
3241, Samsung,4,400
3242, Apple,4,405
3243, Apple,4,300
3244, Apple,4,400
3245, Samsung,2,95
3246, Apple,2,500
3247, Google,4,375
3248, Apple,2,400
3249, Apple,4,700
3250, Apple,4,100
3251, Samsung,4,220
3252, Google,4,210
3253, Apple,2,700
3254, Samsung,4,385
3255, Apple,4,300
3256, Samsung,4,325
3257, Lg,4,100
3258, Apple,4,420
3259, Apple,2,60
3260, Apple,4,200
3261, Samsung,4,400
3262, Samsung,4,380
3263, Samsung,4,240
3264, Apple,4,350
3265, Apple,4,350
3266, Apple,4,380
3267, Motorola,4,90
3268, Samsung,4,280
3269, Samsung,4,280
3270, Samsung,4,325
3271, Apple,4,150
3272, apple,4,120
3273, Lg,4,120
3274, Apple,4,400
3275, Samsung,4,80
3276, Lg,4,250
3277, Apple,4,400
3278, Apple,4,850
3279, Apple,4,1050
3280, Apple,4,1050
3281, Apple,4,250
3282, Samsung,4,40
3283, Samsung,4,125
3284, Apple,4,230
3285, Lg,4,120
3286, Apple,2,200
3287, Lg,4,110
3288, Apple,4,80
3289, Apple,4,150
3290, Samsung,4,300
3291, Asus,4,240
3292, Lg,4,110
3293, Samsung,3,60
3294, Samsung,4,210
3295, Samsung,4,360
3296, Samsung,4,430
3297, Apple,4,325
3298, Apple,4,95
3299, Asus,4,240
3300, Motorola,2,100
3301, Apple,4,325
3302, Apple,4,380
3303, Apple,4,250
3304, Samsung,4,100
3305, Apple,4,125
3306, Google,4,320
3307, Apple,4,360
3308, Apple,4,375
3309, Apple,4,150
3310, Samsung,4,115
3311, Samsung,4,220
3312, Apple,4,100
3313, Lg,4,400
3314, Apple,4,300
3315, Apple,4,50
3316, Apple,4,325
3317, Samsung,4,130
3318, Apple,4,350
3319, Apple,4,280
3320, Motorola,4,120
3321, Apple,4,130
3322, Apple,4,200
3323, Apple,4,400
3324, Apple,4,135
3325, Apple,4,345
3326, Apple,4,145
3327, Samsung,4,140
3328, Apple,4,180
3329, Apple,2,60
3330, Apple,4,400
3331, Apple,4,180
3332, Lg,4,145
3333, Apple,4,90
3334, Apple,4,85
3335, Apple,2,109
3336, Apple,4,275
3337, Apple,4,375
3338, Apple,2,275
3339, Apple,4,500
3340, Apple,4,375
3341, Samsung,4,260
3342, Apple,4,375
3343, Apple,4,400
3344, Samsung,3,40
3345, Apple,4,200
3346, Apple,4,220
3347, Apple,2,550
3348, Nokia,4,99
3349, Samsung,4,230
3350, Apple,4,400
3351, Samsung,4,180
3352, Sony,4,85
3353, Samsung,4,55
3354, Samsung,4,45
3355, Volte,4,80
3356, Apple,4,80
3357, Blackberry,4,120
3358, Samsung,4,129
3359, Samsung,4,40
3360, Apple,4,100
3361, Apple,4,375
3362, Apple,4,420
3363, Motorola,4,70
3364, Apple,4,1100
3365, Apple,4,180
3366, Samsung,4,125
3367, Samsung,4,80
3368, Samsung,2,250
3369, Lg,4,150
3370, Apple,4,300
3371, Apple,2,180
3372, Lg,4,80
3373, Motorola,4,80
3374, Apple,4,259
3375, Apple,4,200
3376, Samsung,4,125
3377, Samsung,4,140
3378, Apple,4,290
3379, Lg,4,100
3380, Apple,4,375
3381, Lg,4,250
3382, Google,4,55
3383, Apple,4,50
3384, Apple,4,250
3385, Samsung,4,100
3386, Samsung,4,60
3387, Apple,4,350
3388, Apple,2,39
3389, Apple,4,299
3390, Apple,4,570
3391, Google,4,360
3392, Apple,4,400
3393, Apple,4,550
3394, Apple,4,100
3395, Samsung,4,175
3396, Apple,2,160
3397, Samsung,2,499
3398, Apple,4,200
3399, Apple,4,330
3400, Samsung,4,199
3401, Lg,4,295
3402, Apple,4,200
3403, Apple,4,170
3404, Apple,4,150
3405, Samsung,4,180
3406, Motorola,4,50
3407, Apple,4,420
3408, Apple,4,130
3409, Apple,4,120
3410, Samsung,4,300
3411, Apple,4,100
3412, Samsung,4,150
3413, Motorola,4,95
3414, Samsung,4,95
3415, Samsung,4,130
3416, Samsung,4,160
3417, Samsung,4,270
3418, Apple,4,250
3419, Samsung,4,350
3420, Apple,4,600
3421, Motorola,4,115
3422, Motorola,4,110
3423, Apple,4,340
3424, Apple,4,400
3425, Samsung,4,275
3426, Samsung,4,225
3427, Samsung,4,150
3428, Apple,4,350
3429, Samsung,4,300
3430, Apple,4,100
3431, Apple,4,850
3432, Apple,4,250
3433, Apple,4,290
3434, Apple,4,275
3435, Apple,2,189
3436, Apple,4,225
3437, Alcatel,4,79
3438, Apple,2,475
3439, Samsung,4,315
3440, Apple,4,400
3441, Apple,4,56
3442, Apple,4,300
3443, Apple,4,50
3444, Samsung,4,75
3445, Samsung,4,75
3446, Samsung,4,449
3447, Apple,4,250
3448, Apple,4,100
3449, Apple,4,60
3450, Samsung,4,75
3451, Samsung,2,49
3452, Samsung,4,75
3453, Samsung,4,400
3454, Apple,4,350
3455, Apple,4,200
3456, Lg,4,50
3457, Apple,4,220
3458, Lg,4,125
3459, Apple,4,200
3460, Apple,4,349
3461, Samsung,4,45
3462, Apple,4,175
3463, Apple,4,50
3464, Apple,4,45
3465, Apple,2,230
3466, Samsung,4,75
3467, Apple,4,100
3468, Apple,4,190
3469, Apple,4,100
3470, Alcatel,1,60
3471, Apple,4,90
3472, Apple,4,400
3473, Apple,4,340
3474, Apple,4,420
3475, Apple,4,110
3476, Apple,4,230
3477, Samsung,2,65
3478, Samsung,4,65
3479, Apple,4,400
3480, Apple,4,65
3481, Apple,4,400
3482, Samsung,4,60
3483, Alcatel,4,50
3484, Apple,2,250
3485, Apple,4,95
3486, Apple,2,420
3487, Apple,2,60
3488, Samsung,4,200
3489, Samsung,4,175
3490, Apple,4,200
3491, Apple,4,300
3492, Apple,4,295
3493, Apple,4,425
3494, Apple,4,230
3495, Apple,4,700
3496, Apple,4,380
3497, Apple,4,380
3498, Samsung,2,65
3499, Samsung,2,70
3500, Apple,4,235
3501, Apple,4,115
3502, Lg,4,349
3503, Apple,4,40
3504, Apple,2,149
3505, Samsung,4,185
3506, Samsung,2,150
3507, Lg,4,40
3508, Apple,4,140
3509, Apple,4,800
3510, Samsung,4,160
3511, Samsung,4,160
3512, Lg,4,100
3513, Apple,4,300
3514, Apple,4,65
3515, Apple,4,99
3516, Apple,4,50
3517, Apple,2,325
3518, Apple,4,180
3519, Samsung,4,175
3520, Motorola,2,100
3521, Apple,4,150
3522, Samsung,2,175
3523, Samsung,4,175
3524, Google,4,350
3525, Apple,4,380
3526, Samsung,4,550
3527, Samsung,4,550
3528, Apple,4,150
3529, Nokia,3,40
3530, Apple,4,309
3531, Apple,4,450
3532, Apple,4,300
3533, Apple,4,300
3534, Apple,2,200
3535, Apple,4,55
3536, Samsung,2,60
3537, Apple,4,420
3538, Samsung,2,480
3539, Samsung,2,270
3540, Apple,4,249
3541, Apple,4,300
3542, Samsung,4,400
3543, Apple,4,160
3544, Apple,4,360
3545, Samsung,4,250
3546, Apple,4,160
3547, Lg,4,70
3548, Apple,4,300
3549, Apple,4,250
3550, Apple,4,650
3551, Lg,4,60
3552, Samsung,4,100
3553, Samsung,4,90
3554, Samsung,1,100
3555, Apple,4,180
3556, Samsung,4,150
3557, Apple,2,700
3558, Apple,4,360
3559, Apple,4,360
3560, Samsung,4,400
3561, Apple,4,200
3562, Blackberry,2,100
3563, Samsung,4,160
3564, Samsung,4,45
3565, Apple,4,170
3566, Apple,4,175
3567, Samsung,4,100
3568, Apple,2,375
3569, Samsung,4,100
3570, Motorola,4,180
3571, Motorola,2,100
3572, Samsung,4,135
3573, Samsung,3,140
3574, Htc,2,100
3575, Apple,4,135
3576, Htc,4,150
3577, Apple,4,400
3578, Apple,4,120
3579, Samsung,4,260
3580, Apple,4,275
3581, Apple,4,150
3582, Samsung,4,150
3583, Apple,4,399
3584, Apple,4,350
3585, Apple,4,40
3586, Apple,4,425
3587, Apple,4,300
3588, Apple,4,375
3589, Huawei,4,200
3590, Samsung,4,240
3591, Lg,4,130
3592, Apple,4,350
3593, Lg,4,65
3594, Apple,4,490
3595, Apple,4,175
3596, Apple,4,425
3597, Lg,4,170
3598, Apple,4,120
3599, Apple,4,380
3600, Apple,4,70
3601, Apple,4,100
3602, Apple,4,100
3603, Samsung,4,375
3604, Apple,2,160
3605, Samsung,4,320
3606, Apple,4,120
3607, Apple,4,230
3608, One Plus,2,200
3609, One Plus,4,170
3610, Apple,4,950
3611, Apple,4,250
3612, Apple,4,300
3613, Samsung,4,80
3614, Apple,4,1099
3615, Apple,4,450
3616, Apple,4,350
3617, Apple,4,60
3618, Apple,2,300
3619, Samsung,4,300
3620, Lg,4,40
3621, Apple,4,750
3622, Apple,4,850
3623, Apple,4,450
3624, Samsung,4,300
3625, Apple,3,450
3626, Apple,4,200
3627, Lg,2,200
3628, Samsung,4,250
3629, Google,4,325
3630, Lg,4,130
3631, Motorola,4,120
3632, Apple,4,250
3633, Nokia,2,100
3634, Apple,4,200
3635, Apple,4,250
3636, Apple,4,200
3637, Apple,2,315
3638, Apple,4,350
3639, Apple,4,70
3640, Samsung,4,50
3641, Apple,4,100
3642, Apple,4,150
3643, Samsung,4,200
3644, Samsung,4,400
3645, Samsung,4,130
3646, Apple,4,750
3647, Apple,4,290
3648, Apple,4,100
3649, Samsung,4,260
3650, Samsung,4,200
3651, Apple,4,150
3652, Htc,4,80
3653, Apple,4,300
3654, Apple,4,149
3655, Samsung,2,49
3656, Apple,2,200
3657, Apple,4,800
3658, Apple,4,200
3659, Apple,4,280
3660, Apple,4,280
3661, Google,2,199
3662, Samsung,4,133
3663, Samsung,2,180
3664, Lg,3,39
3665, Apple,4,700
3666, Motorola,4,100
3667, Samsung,3,450
3668, Nokia,4,120
3669, Lg,2,120
3670, Sony,4,100
3671, Samsung,4,375
3672, Apple,4,200
3673, Samsung,2,120
3674, Lg,4,200
3675, Samsung,4,260
3676, Apple,4,200
3677, Apple,4,200
3678, Apple,4,275
3679, Motorola,4,75
3680, Apple,2,300
3681, Lg,4,170
3682, Lg,4,99
3683, Motorola,2,90
3684, Apple,4,55
3685, Samsung,4,45
3686, Apple,4,250
3687, Apple,4,135
3688, Lg,2,65
3689, Apple,4,450
3690, Samsung,2,300
3691, Samsung,4,289
3692, Samsung,4,289
3693, Apple,4,350
3694, Lg,4,150
3695, Samsung,4,47
3696, Apple,2,500
3697, Apple,4,170
3698, Apple,4,200
3699, Apple,4,250
3700, Apple,4,60
3701, Apple,4,300
3702, Apple,4,300
3703, Apple,4,100
3704, Apple,4,200
3705, Apple,4,200
3706, Apple,4,110
3707, Motorola,4,150
3708, Samsung,4,440
3709, Apple,4,275
3710, Apple,4,125
3711, Apple,4,150
3712, Apple,3,150
3713, Apple,4,100
3714, Apple,2,180
3715, Motorola,4,100
3716, Apple,1,150
3717, Samsung,4,90
3718, Lg,4,200
3719, Samsung,4,70
3720, Samsung,4,280
3721, Samsung,4,350
3722, Apple,4,550
3723, Apple,4,200
3724, Apple,4,180
3725, Apple,4,750
3726, Apple,4,800
3727, Samsung,4,35
3728, Google,4,340
3729, Apple,4,320
3730, Apple,4,100
3731, Apple,4,700
3732, Apple,4,850
3733, One Plus,4,155
3734, Samsung,4,350
3735, Apple,4,130
3736, Apple,4,380
3737, Apple,2,520
3738, Apple,2,850
3739, Apple,4,575
3740, Apple,2,900
3741, Samsung,4,100
3742, Samsung,4,199
3743, Apple,4,325
3744, Apple,4,40
3745, Lg,4,120
3746, Apple,4,120
3747, Samsung,4,320
3748, Lg,4,100
3749, Motorola,4,50
3750, Apple,5,699
3751, Apple,3,120
3752, Samsung,4,165
3753, Apple,4,250
3754, Samsung,4,40
3755, Apple,2,130
3756, Samsung,2,199
3757, Samsung,2,179
3758, Apple,4,160
3759, Apple,2,110
3760, Apple,4,250
3761, Samsung,4,425
3762, Samsung,4,400
3763, Apple,4,350
3764, Apple,4,75
3765, Apple,4,250
3766, Samsung,4,250
3767, Samsung,4,300
3768, Apple,4,50
3769, Apple,2,610
3770, Apple,4,130
3771, Apple,2,85
3772, Apple,4,360
3773, Motorola,2,125
3774, Samsung,4,249
3775, Apple,2,45
3776, Apple,4,500
3777, Apple,4,150
3778, Apple,4,325
3779, Apple,2,79
3780, Apple,4,300
3781, Apple,4,300
3782, Samsung,4,300
3783, Apple,4,400
3784, Huawei,4,330
3785, Apple,4,305
3786, Huawei,4,315
3787, Apple,4,50
3788, Apple,4,400
3789, Apple,4,400
3790, Google,4,249
3791, Apple,4,830
3792, Apple,4,120
3793, Apple,2,50
3794, Apple,4,385
3795, Apple,4,250
3796, Apple,4,300
3797, Apple,2,500
3798, Apple,4,220
3799, Apple,4,220
